order_item_id,restaurant_id,name,price,quantity,image,description
e5c5fb40-dc51-483f-af0e-6bfd42048a45,80d1ee53-b28f-411b-ab9a-f6a59bd55d17,Grilled Salmon,24.52,185,,Salmon fillet with lemon butter
dfd8a8e9-1075-4502-a76c-9a135dc1a7f4,80d1ee53-b28f-411b-ab9a-f6a59bd55d17,Bacon Burger,5.17,63,,"Crispy bacon, cheddar, and house sauce"
cdfdeb65-d5cc-4adc-95fa-8db44cc9777c,80d1ee53-b28f-411b-ab9a-f6a59bd55d17,Kung Pao Chicken,39.36,223,,Spicy stir-fry with peanuts and peppers
797cfc68-6b66-4ced-87ad-fb1ff0461e9e,80d1ee53-b28f-411b-ab9a-f6a59bd55d17,Lasagna,35.04,102,,Layered pasta with beef ragù and béchamel
2a512095-13fc-48d3-8c24-b08d6f3ade25,80d1ee53-b28f-411b-ab9a-f6a59bd55d17,Pad Thai,20.00,218,,Rice noodles with peanuts and tamarind
d5ae77e0-d8ce-40b2-aaf0-9ce1e0ad7154,80d1ee53-b28f-411b-ab9a-f6a59bd55d17,Grilled Salmon,9.42,95,,Salmon fillet with lemon butter
18bba099-95cd-4788-a36e-f18b3601219d,abab0a64-4589-495b-8a8b-f73d514f000a,Pad Thai,29.05,179,,Rice noodles with peanuts and tamarind
57366a90-9b8a-49ee-b447-2cb43f1bca36,abab0a64-4589-495b-8a8b-f73d514f000a,Bacon Burger,25.67,48,,"Crispy bacon, cheddar, and house sauce"
c6757277-0322-41be-b94c-550010c21c77,abab0a64-4589-495b-8a8b-f73d514f000a,Penne Arrabiata,9.45,102,,Penne pasta with spicy tomato sauce
adf16b0a-ab7d-44a7-93e6-306c9ad8539f,abab0a64-4589-495b-8a8b-f73d514f000a,Pad Thai,39.52,168,,Rice noodles with peanuts and tamarind
62fa6931-dbe6-4c92-8816-509a0a3f762d,f7172498-c48a-416a-8aa1-f5a964d1a0e8,Lasagna,28.42,220,,Layered pasta with beef ragù and béchamel
d229d11d-6f87-4143-aa39-681f22bf0720,f7172498-c48a-416a-8aa1-f5a964d1a0e8,Cheeseburger,11.84,13,,"Beef patty with cheddar, lettuce, and tomato"
7d8aedea-7d8a-4425-9414-1e4079a26242,f7172498-c48a-416a-8aa1-f5a964d1a0e8,Fish Tacos,18.10,21,,Grilled fish with slaw and lime
fedfb341-15bd-469d-bbb7-e8e1a39a21f9,f7172498-c48a-416a-8aa1-f5a964d1a0e8,Spaghetti Carbonara,36.74,150,,Creamy pasta with pancetta and parmesan
f145778a-398c-4632-a9f1-81707cda46d7,f7172498-c48a-416a-8aa1-f5a964d1a0e8,Fish Tacos,11.24,132,,Grilled fish with slaw and lime
21d568fb-eed7-4a80-81aa-3c5ad2116192,f7172498-c48a-416a-8aa1-f5a964d1a0e8,Mozzarella Sticks,35.70,169,,Fried mozzarella with marinara
8e851ee7-9c89-4be3-9056-0bc14c3906fc,f7172498-c48a-416a-8aa1-f5a964d1a0e8,Cappuccino,8.70,40,,Espresso with steamed milk foam
2096c85e-51e7-460d-8b68-77d8ba3b2620,f7172498-c48a-416a-8aa1-f5a964d1a0e8,Penne Arrabiata,30.62,142,,Penne pasta with spicy tomato sauce
32bd1c16-8d1c-4fea-a60e-9461c0c5df3f,f7172498-c48a-416a-8aa1-f5a964d1a0e8,Chicken Alfredo,30.69,114,,Pasta in rich alfredo sauce with chicken
404ad2aa-cad8-4a94-b6ed-be0cbd110811,f7172498-c48a-416a-8aa1-f5a964d1a0e8,Mozzarella Sticks,16.68,40,,Fried mozzarella with marinara
b7c34cfb-399f-4247-af6a-46adeaceab31,f7172498-c48a-416a-8aa1-f5a964d1a0e8,Iced Tea,6.81,17,,Chilled black tea with lemon
b01dcfe0-41e5-4aba-9684-9064fb5ee388,f7172498-c48a-416a-8aa1-f5a964d1a0e8,Greek Salad,9.06,45,,"Feta, olives, cucumber, and oregano vinaigrette"
1044d499-146c-45cf-8881-c4986ffb2ed4,2e791716-af42-4612-bf78-cc988df59693,Chocolate Cake,25.21,103,,Rich chocolate cake with ganache
5f9a8ca4-06a8-45ba-a9d2-68ae4f91f5c1,2e791716-af42-4612-bf78-cc988df59693,Chicken Wings,25.19,124,,Crispy wings with buffalo sauce
6fa558ef-3705-45d0-8775-0f14d3178558,2e791716-af42-4612-bf78-cc988df59693,Chicken Alfredo,38.85,225,,Pasta in rich alfredo sauce with chicken
e277e151-4df8-4643-abba-2d8007f824e1,2e791716-af42-4612-bf78-cc988df59693,Margherita Pizza,28.26,34,,"Classic pizza with tomato, mozzarella, and basil"
4ad1bebc-f335-4c19-b2ec-374417b24048,2e791716-af42-4612-bf78-cc988df59693,Pad Thai,31.48,92,,Rice noodles with peanuts and tamarind
e86a9822-385c-4f96-9a09-5365d991e12a,2e791716-af42-4612-bf78-cc988df59693,Greek Salad,14.18,45,,"Feta, olives, cucumber, and oregano vinaigrette"
6b631a54-56c5-49c6-a45b-4fafaeeb674f,2e791716-af42-4612-bf78-cc988df59693,Cappuccino,3.62,189,,Espresso with steamed milk foam
fc73e983-b6f4-4e5f-90f7-c19de5ba51b4,2e791716-af42-4612-bf78-cc988df59693,Chicken Alfredo,38.88,200,,Pasta in rich alfredo sauce with chicken
4e0cf7d0-ff62-4e9b-bf35-618b191529af,2e791716-af42-4612-bf78-cc988df59693,Salmon Roll,21.98,32,,Fresh salmon with avocado and rice
e556e94c-57da-4c34-859f-4d652dc5fac7,2e791716-af42-4612-bf78-cc988df59693,Beef Tacos,34.14,134,,Seasoned beef tacos with salsa
cc88ebb2-88cc-497d-8811-850795fdef47,2e791716-af42-4612-bf78-cc988df59693,Tuna Roll,9.06,200,,Tuna roll with sesame and nori
2ae78550-ab02-49a4-9779-d1d572c2ce45,2e791716-af42-4612-bf78-cc988df59693,Sushi Combo,23.13,204,,Assorted sushi rolls with soy sauce
31e1a68b-979e-4d55-8339-65ced44571a3,2e791716-af42-4612-bf78-cc988df59693,Margherita Pizza,25.30,130,,"Classic pizza with tomato, mozzarella, and basil"
d7736170-2f10-4139-8e1d-a006d5b61ad8,881ad30b-2d0f-4515-9b30-f69dcb494031,Greek Salad,37.32,229,,"Feta, olives, cucumber, and oregano vinaigrette"
77db9c36-47d3-4aab-ab29-510ecd530b01,f67d4068-5684-479e-a42e-0d851ab31da5,Beef Tacos,12.22,66,,Seasoned beef tacos with salsa
8c58e7c0-9def-4115-bbdb-02e1833c1cc9,f67d4068-5684-479e-a42e-0d851ab31da5,Veggie Burger,6.62,129,,Plant-based patty with fresh vegetables
e7d6494a-a6c2-4008-9446-f380bb0423e1,f67d4068-5684-479e-a42e-0d851ab31da5,Bacon Burger,39.10,141,,"Crispy bacon, cheddar, and house sauce"
6793feeb-6ec2-43a6-ac79-2f6e8e63db61,f67d4068-5684-479e-a42e-0d851ab31da5,Tomato Soup,8.17,126,,Creamy tomato soup with herbs
1d412fe5-c920-4e60-a2f3-cb131c73519d,f67d4068-5684-479e-a42e-0d851ab31da5,Sushi Combo,13.15,228,,Assorted sushi rolls with soy sauce
1a8bc3e2-3084-4754-a95f-9890bf9898d6,f67d4068-5684-479e-a42e-0d851ab31da5,Chocolate Cake,38.60,242,,Rich chocolate cake with ganache
4572c612-364e-466c-a445-ec39325572d3,f67d4068-5684-479e-a42e-0d851ab31da5,Tuna Roll,29.45,107,,Tuna roll with sesame and nori
67dc8ac7-6867-484a-a93b-977e12eb5a45,f67d4068-5684-479e-a42e-0d851ab31da5,Grilled Salmon,19.45,137,,Salmon fillet with lemon butter
4f67f353-f561-4441-9222-2be83cbe08aa,f67d4068-5684-479e-a42e-0d851ab31da5,Cheesecake,7.90,62,,Creamy cheesecake with berry sauce
60feae39-b3ba-4f65-bb74-9c8672d61325,f67d4068-5684-479e-a42e-0d851ab31da5,Bacon Burger,15.81,155,,"Crispy bacon, cheddar, and house sauce"
8f592b93-8a68-46c9-af5d-9f85e83217e1,f67d4068-5684-479e-a42e-0d851ab31da5,Lasagna,24.92,6,,Layered pasta with beef ragù and béchamel
defe8a55-510b-4c08-8507-0d24d0654a8a,f67d4068-5684-479e-a42e-0d851ab31da5,Bacon Burger,29.27,20,,"Crispy bacon, cheddar, and house sauce"
0c06a7ab-7197-4aaa-87b4-ce0d994a93c4,f67d4068-5684-479e-a42e-0d851ab31da5,Lasagna,5.95,13,,Layered pasta with beef ragù and béchamel
56c80386-9083-40c2-91a0-42a2b6392684,f67d4068-5684-479e-a42e-0d851ab31da5,Chicken Burrito,6.08,65,,Large burrito with chicken and beans
02cc529f-2ce8-4f2b-87c4-6fca2fd5f9ba,413e334f-43d6-406b-9180-e7eed25e2a3f,Iced Tea,11.30,38,,Chilled black tea with lemon
6ec4d2de-a8a9-4c20-bfc6-31df507e4291,413e334f-43d6-406b-9180-e7eed25e2a3f,Latte,12.35,126,,Smooth espresso with milk
4fc53be8-8aa3-4dd5-89d2-0afb04e740ca,413e334f-43d6-406b-9180-e7eed25e2a3f,French Fries,10.43,29,,Golden fries with sea salt
a453aff2-95ad-4a01-8fb3-1e03879f5f97,413e334f-43d6-406b-9180-e7eed25e2a3f,Chocolate Cake,16.40,110,,Rich chocolate cake with ganache
6ccc46e8-1574-4c7c-afed-5d2491f441e5,413e334f-43d6-406b-9180-e7eed25e2a3f,Cappuccino,34.94,18,,Espresso with steamed milk foam
338f7908-d740-404b-9505-c99536054fa1,cdf2de35-71a7-4200-ba08-3d2704154a05,Caesar Salad,5.71,191,,"Romaine, parmesan, croutons, and Caesar dressing"
feb30a1f-caa2-409a-8b71-6044bb767bce,cdf2de35-71a7-4200-ba08-3d2704154a05,Chicken Burrito,32.64,32,,Large burrito with chicken and beans
86eccf00-80de-471f-a032-2a03ad90b005,cdf2de35-71a7-4200-ba08-3d2704154a05,Penne Arrabiata,10.47,142,,Penne pasta with spicy tomato sauce
9df5ffd9-2263-4e5a-804c-f412707cbeb1,cdf2de35-71a7-4200-ba08-3d2704154a05,Cheesecake,8.60,51,,Creamy cheesecake with berry sauce
80c36dda-fec3-4743-9a6a-7dc9df269adf,cdf2de35-71a7-4200-ba08-3d2704154a05,Pad Thai,20.34,228,,Rice noodles with peanuts and tamarind
91089b20-6a28-4694-941a-04fae9e7977d,cdf2de35-71a7-4200-ba08-3d2704154a05,Bacon Burger,19.63,225,,"Crispy bacon, cheddar, and house sauce"
99d470bd-65ad-4a9d-8dd6-747c2336d0c5,cdf2de35-71a7-4200-ba08-3d2704154a05,Caesar Salad,5.34,143,,"Romaine, parmesan, croutons, and Caesar dressing"
9065f69e-b483-4a5d-a83a-afc3c7106932,cdf2de35-71a7-4200-ba08-3d2704154a05,Margherita Pizza,38.77,242,,"Classic pizza with tomato, mozzarella, and basil"
ad58644a-9fad-424d-943a-f081485b1858,cdf2de35-71a7-4200-ba08-3d2704154a05,Penne Arrabiata,9.55,129,,Penne pasta with spicy tomato sauce
e70d0616-d231-4cf4-8508-744be97bd26c,cdf2de35-71a7-4200-ba08-3d2704154a05,Latte,11.28,107,,Smooth espresso with milk
63836734-2c8e-4050-b82d-3e054925bb89,cdf2de35-71a7-4200-ba08-3d2704154a05,Cheeseburger,9.49,5,,"Beef patty with cheddar, lettuce, and tomato"
f0f1c47d-9b53-4d5b-8750-94b1a4d91e35,1c768e01-a07d-40be-9a25-f8c1bfc02211,Chicken Alfredo,37.23,205,,Pasta in rich alfredo sauce with chicken
7f302445-c721-4902-b21a-1646be865962,1c768e01-a07d-40be-9a25-f8c1bfc02211,Cappuccino,13.88,183,,Espresso with steamed milk foam
08b4abd4-d939-491f-a086-f81ca02a0042,1c768e01-a07d-40be-9a25-f8c1bfc02211,Iced Tea,9.13,80,,Chilled black tea with lemon
99dedb16-15cb-43f9-865f-b5d06a45ef1d,1c768e01-a07d-40be-9a25-f8c1bfc02211,Spaghetti Carbonara,38.76,153,,Creamy pasta with pancetta and parmesan
4bcd686e-a8ea-45be-9547-ad6464ee6056,1c768e01-a07d-40be-9a25-f8c1bfc02211,Cheeseburger,30.73,19,,"Beef patty with cheddar, lettuce, and tomato"
571b0641-2440-422e-a046-e3528dbd7602,1c768e01-a07d-40be-9a25-f8c1bfc02211,Cheeseburger,24.76,133,,"Beef patty with cheddar, lettuce, and tomato"
aac6f615-3c6e-4338-982d-cb7dc348e9e9,1c768e01-a07d-40be-9a25-f8c1bfc02211,Sushi Combo,5.57,135,,Assorted sushi rolls with soy sauce
eb65e3d8-86d8-4777-a878-38b209602380,05ed9e3b-f04b-4ee5-9940-4bb4c5e360cb,Salmon Roll,5.99,22,,Fresh salmon with avocado and rice
b910b5a8-3a7e-452c-b07a-37a1a3bdc99f,05ed9e3b-f04b-4ee5-9940-4bb4c5e360cb,Penne Arrabiata,18.20,246,,Penne pasta with spicy tomato sauce
a19b4217-8f1a-4fa8-baa0-2e595031dba6,b9571fb6-3247-410f-abd4-99e8d6bf57f8,Penne Arrabiata,24.57,15,,Penne pasta with spicy tomato sauce
80d97000-d636-44b3-8af9-264a34096cee,b9571fb6-3247-410f-abd4-99e8d6bf57f8,Veggie Burger,18.76,154,,Plant-based patty with fresh vegetables
a1962068-e81a-4380-9abb-7cdf3e028924,b9571fb6-3247-410f-abd4-99e8d6bf57f8,Fish Tacos,37.52,57,,Grilled fish with slaw and lime
3b458363-4a04-43fe-88fa-df4989009b42,b9571fb6-3247-410f-abd4-99e8d6bf57f8,Fish Tacos,12.19,106,,Grilled fish with slaw and lime
6c922e33-b5ba-4684-a92f-e4a134e1c997,b9571fb6-3247-410f-abd4-99e8d6bf57f8,Tomato Soup,27.95,81,,Creamy tomato soup with herbs
7a38960a-d50a-4561-8b27-f272eeee9f6e,b9571fb6-3247-410f-abd4-99e8d6bf57f8,Cappuccino,15.01,197,,Espresso with steamed milk foam
940680cf-0756-4556-8910-e61aafc4e005,b9571fb6-3247-410f-abd4-99e8d6bf57f8,Bacon Burger,3.84,164,,"Crispy bacon, cheddar, and house sauce"
1cc37d09-cc0a-4414-bc5a-99907fa751e8,b9571fb6-3247-410f-abd4-99e8d6bf57f8,Caesar Salad,6.17,59,,"Romaine, parmesan, croutons, and Caesar dressing"
bad56fee-8148-4efe-8d1c-6e0a5787487b,b9571fb6-3247-410f-abd4-99e8d6bf57f8,Chicken Alfredo,8.32,94,,Pasta in rich alfredo sauce with chicken
b289cf85-ad6b-42c4-bdbb-f7538173a97c,b9571fb6-3247-410f-abd4-99e8d6bf57f8,Bacon Burger,35.51,99,,"Crispy bacon, cheddar, and house sauce"
33f3ab0f-1529-488e-a464-9e296bf6b8d1,b9571fb6-3247-410f-abd4-99e8d6bf57f8,Kung Pao Chicken,9.24,218,,Spicy stir-fry with peanuts and peppers
f4bdcff3-a480-46ff-a5fd-86be3fc02eea,b9571fb6-3247-410f-abd4-99e8d6bf57f8,Beef Tacos,25.77,211,,Seasoned beef tacos with salsa
0ff6558a-9848-4dac-90ff-c652e969c17a,b9571fb6-3247-410f-abd4-99e8d6bf57f8,Margherita Pizza,27.81,146,,"Classic pizza with tomato, mozzarella, and basil"
95a24f4a-7952-48dc-97a3-12a25f7965aa,b9571fb6-3247-410f-abd4-99e8d6bf57f8,Beef Tacos,37.42,31,,Seasoned beef tacos with salsa
9fb39a2a-5e53-4ab2-870a-e732426f7ae9,b9571fb6-3247-410f-abd4-99e8d6bf57f8,Tomato Soup,13.13,232,,Creamy tomato soup with herbs
b27e0173-c1dc-4a3a-9d3d-d14cad56bf28,a5c4f5ee-b3e4-40a9-aea6-69d499f11eed,Chicken Noodle Soup,13.41,159,,Hearty chicken broth with noodles
4dad353b-374d-4930-9928-ee273034ba30,a5c4f5ee-b3e4-40a9-aea6-69d499f11eed,Spaghetti Carbonara,29.62,57,,Creamy pasta with pancetta and parmesan
43484825-5d67-4a81-9a4d-de8ddf2407a7,d6e38a62-c18e-46b6-bb34-0fc04ec84132,Chicken Alfredo,21.90,69,,Pasta in rich alfredo sauce with chicken
c21f6b70-aa0a-4b9e-9914-ce34aa7439bb,d6e38a62-c18e-46b6-bb34-0fc04ec84132,Cheeseburger,6.86,113,,"Beef patty with cheddar, lettuce, and tomato"
af57ab1e-0482-4bfc-99f4-a9850c65c1f4,d6e38a62-c18e-46b6-bb34-0fc04ec84132,Pad Thai,5.10,90,,Rice noodles with peanuts and tamarind
5705b85b-c6b6-45f4-a8f5-b6cb86eaaeee,d6e38a62-c18e-46b6-bb34-0fc04ec84132,Tomato Soup,26.69,72,,Creamy tomato soup with herbs
e69bde84-6a2a-4dd5-b39d-63133b11cf6f,d6e38a62-c18e-46b6-bb34-0fc04ec84132,Sushi Combo,30.48,146,,Assorted sushi rolls with soy sauce
02fc9d68-a15a-4165-9352-a9a9d327777d,d6e38a62-c18e-46b6-bb34-0fc04ec84132,Chocolate Cake,23.92,33,,Rich chocolate cake with ganache
5ce613b9-e76d-4f3b-8712-d90bcc5f1d92,d6e38a62-c18e-46b6-bb34-0fc04ec84132,Bacon Burger,37.90,181,,"Crispy bacon, cheddar, and house sauce"
8792c4d9-c04c-486a-aa0e-60c236cb3016,d6e38a62-c18e-46b6-bb34-0fc04ec84132,Chicken Noodle Soup,23.36,218,,Hearty chicken broth with noodles
a123a71d-19bd-48ff-9545-b512abcd8499,d6e38a62-c18e-46b6-bb34-0fc04ec84132,Grilled Salmon,24.70,42,,Salmon fillet with lemon butter
f52d37d1-28a4-4cd6-97c6-dcfbaafb8bde,d6e38a62-c18e-46b6-bb34-0fc04ec84132,Chocolate Cake,8.14,83,,Rich chocolate cake with ganache
b17f4ee5-763c-485e-b68e-94cd311421d8,d6e38a62-c18e-46b6-bb34-0fc04ec84132,Grilled Salmon,36.22,208,,Salmon fillet with lemon butter
a5840132-b7c6-4dbc-8b5a-a4f77099da50,1f8f08fe-91fa-4ecf-a633-26812a8cd917,BBQ Chicken Pizza,36.22,58,,"Smoky BBQ sauce, grilled chicken, and red onion"
b5983d1c-3ee5-4b24-b778-313e3095280c,1f8f08fe-91fa-4ecf-a633-26812a8cd917,Penne Arrabiata,27.78,95,,Penne pasta with spicy tomato sauce
4930b4c3-aa7d-4cc3-8785-fad50d352e33,1f8f08fe-91fa-4ecf-a633-26812a8cd917,French Fries,38.95,196,,Golden fries with sea salt
271a85d0-53d9-44a0-88ec-dfabd0230d95,1f8f08fe-91fa-4ecf-a633-26812a8cd917,Chicken Noodle Soup,37.20,65,,Hearty chicken broth with noodles
b8487f5d-a782-4b64-80ec-3944558b1754,1f8f08fe-91fa-4ecf-a633-26812a8cd917,Sushi Combo,39.03,212,,Assorted sushi rolls with soy sauce
aafc4107-9224-4a69-aeee-f822d93b1ee0,1f8f08fe-91fa-4ecf-a633-26812a8cd917,Salmon Roll,35.58,11,,Fresh salmon with avocado and rice
0a23fb3c-7804-4736-9b63-780379b087a8,1f8f08fe-91fa-4ecf-a633-26812a8cd917,Salmon Roll,30.31,90,,Fresh salmon with avocado and rice
6e50aacf-8b90-407e-8a1d-4553e703afa0,1f8f08fe-91fa-4ecf-a633-26812a8cd917,French Fries,32.70,226,,Golden fries with sea salt
70097fa0-6b05-4be7-bf4e-1a5a8db0edfb,1f8f08fe-91fa-4ecf-a633-26812a8cd917,Penne Arrabiata,13.21,206,,Penne pasta with spicy tomato sauce
cf510352-1a04-401f-9ea0-7e95375ac533,1f8f08fe-91fa-4ecf-a633-26812a8cd917,Caesar Salad,17.42,14,,"Romaine, parmesan, croutons, and Caesar dressing"
1ff1b106-ac44-47fa-acf4-139383ab614e,1f8f08fe-91fa-4ecf-a633-26812a8cd917,Latte,11.60,214,,Smooth espresso with milk
3497f6eb-9812-4394-8ee2-b4a312befc49,1f8f08fe-91fa-4ecf-a633-26812a8cd917,Cappuccino,16.23,215,,Espresso with steamed milk foam
f4f80b90-0574-4cde-9031-24c09b0b1995,1f8f08fe-91fa-4ecf-a633-26812a8cd917,Lasagna,11.61,173,,Layered pasta with beef ragù and béchamel
c4cb1ba4-1d08-4470-8a70-d5ff67fe4246,1f8f08fe-91fa-4ecf-a633-26812a8cd917,Tuna Roll,18.00,76,,Tuna roll with sesame and nori
2a582ced-6679-4cb1-b55d-824112d86549,8124bae9-c928-4451-b431-987c749b4d61,Bacon Burger,38.69,76,,"Crispy bacon, cheddar, and house sauce"
c5aa61f2-a717-492a-a026-5e290ac91312,8124bae9-c928-4451-b431-987c749b4d61,Ribeye Steak,26.85,107,,Grilled ribeye with herb butter
510b749a-2df3-4506-8e22-2e8648373e82,8124bae9-c928-4451-b431-987c749b4d61,Chicken Burrito,37.69,34,,Large burrito with chicken and beans
ab096ed0-c5e4-4cf0-8b47-1577a1b0cb43,8124bae9-c928-4451-b431-987c749b4d61,Chicken Alfredo,10.00,72,,Pasta in rich alfredo sauce with chicken
65d6ce80-95c6-4cba-8f3b-51ae551f30ed,8124bae9-c928-4451-b431-987c749b4d61,BBQ Chicken Pizza,7.45,116,,"Smoky BBQ sauce, grilled chicken, and red onion"
3c605858-0cfb-4b6b-aec3-8d20a52779df,8124bae9-c928-4451-b431-987c749b4d61,Ribeye Steak,30.02,85,,Grilled ribeye with herb butter
80c9a55d-9bbc-467e-ba01-2db2fadab0a9,8124bae9-c928-4451-b431-987c749b4d61,Chocolate Cake,25.57,135,,Rich chocolate cake with ganache
b6d35066-d1bc-412b-a59f-a38d7cf12a97,8124bae9-c928-4451-b431-987c749b4d61,Greek Salad,17.52,152,,"Feta, olives, cucumber, and oregano vinaigrette"
1cc345ce-315e-49c7-8dde-1ea03450738c,8124bae9-c928-4451-b431-987c749b4d61,Tuna Roll,12.77,186,,Tuna roll with sesame and nori
7ffa8d2b-159b-420c-a36d-2b782ff32473,8124bae9-c928-4451-b431-987c749b4d61,Chocolate Cake,3.56,241,,Rich chocolate cake with ganache
f5c39640-0310-4209-9c11-a0ca6cf9f953,8124bae9-c928-4451-b431-987c749b4d61,Tuna Roll,16.76,22,,Tuna roll with sesame and nori
5ebcfa6c-8848-4da2-8fab-17f547a3511e,8124bae9-c928-4451-b431-987c749b4d61,Chicken Burrito,26.18,174,,Large burrito with chicken and beans
22009805-7421-4fd4-b940-485aba0254fb,8124bae9-c928-4451-b431-987c749b4d61,Greek Salad,29.70,81,,"Feta, olives, cucumber, and oregano vinaigrette"
9e267ada-f7a7-42d0-b3ba-bf1cebed14ee,8124bae9-c928-4451-b431-987c749b4d61,Beef Tacos,27.77,88,,Seasoned beef tacos with salsa
0f9ee482-09f9-4f91-81e1-68f9d3411a0a,c052670d-96c0-49be-a0b7-0f194576d55d,Kung Pao Chicken,23.68,54,,Spicy stir-fry with peanuts and peppers
971bfe8f-c1fc-4055-a492-3f26e49aae12,c052670d-96c0-49be-a0b7-0f194576d55d,French Fries,27.70,102,,Golden fries with sea salt
96ae25fa-12ea-48ee-9d74-99caefbb7c92,c052670d-96c0-49be-a0b7-0f194576d55d,Salmon Roll,25.90,82,,Fresh salmon with avocado and rice
52e4eeea-0449-4cab-b5e5-cb3a48212fe3,c052670d-96c0-49be-a0b7-0f194576d55d,Mozzarella Sticks,23.44,5,,Fried mozzarella with marinara
36c5af31-4d0e-41ab-9794-b5185a2d3459,c052670d-96c0-49be-a0b7-0f194576d55d,Beef Tacos,13.94,115,,Seasoned beef tacos with salsa
b0d52e3c-f687-47c5-b818-3cf54d357c84,c052670d-96c0-49be-a0b7-0f194576d55d,Fish Tacos,20.43,118,,Grilled fish with slaw and lime
eed75b54-82fd-4b2a-b24d-6d206e176303,c052670d-96c0-49be-a0b7-0f194576d55d,Spaghetti Carbonara,22.11,208,,Creamy pasta with pancetta and parmesan
5456fe6f-cdf5-465a-8a2b-d2a093e3e961,8f60625b-6a60-4265-bb23-e221448caa1e,Sushi Combo,27.48,77,,Assorted sushi rolls with soy sauce
affcdbd4-5e5a-4885-84e9-abbfea8f3178,8f60625b-6a60-4265-bb23-e221448caa1e,Chicken Burrito,6.90,248,,Large burrito with chicken and beans
c5c9bdc5-ef2a-44ab-87b7-7b43d479aa42,8f60625b-6a60-4265-bb23-e221448caa1e,Penne Arrabiata,27.99,62,,Penne pasta with spicy tomato sauce
2076647b-a441-4da8-88ac-661461e4adab,8f60625b-6a60-4265-bb23-e221448caa1e,Tuna Roll,8.86,16,,Tuna roll with sesame and nori
4fc4c1cf-b89d-4839-95b8-4f6c84fa96cb,8f60625b-6a60-4265-bb23-e221448caa1e,Penne Arrabiata,39.32,161,,Penne pasta with spicy tomato sauce
24094564-fad1-49fd-85f3-08725f305c2a,8f60625b-6a60-4265-bb23-e221448caa1e,Bacon Burger,20.08,231,,"Crispy bacon, cheddar, and house sauce"
4cf92b0e-e591-4853-8af8-f1792cfe55f2,8f60625b-6a60-4265-bb23-e221448caa1e,Tuna Roll,29.65,103,,Tuna roll with sesame and nori
0aaee493-da64-49f7-bd42-7a50227f02a9,8f60625b-6a60-4265-bb23-e221448caa1e,Iced Tea,18.05,42,,Chilled black tea with lemon
dbc33e18-e11d-4bd7-b237-73afb0ea4b87,8f60625b-6a60-4265-bb23-e221448caa1e,Margherita Pizza,35.99,225,,"Classic pizza with tomato, mozzarella, and basil"
